tree_id,civic_number,std_street,genus_name,species_name,cultivar_name,common_name,assigned,root_barrier,plant_area,on_street_block,on_street,neighbourhood_name,street_side_name,height_range_id,diameter,curb,date_planted,longitude,latitude,area,Month,Year
160880,1577,SE MARINE DRIVE,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,12,1300,SE MARINE DRIVE,SUNSET,ODD,2,3,Y,1995-04-24,NA,NA,van_east,Apr,1995
160954,4607,JOHN ST,PRUNUS,SUBHIRTELLA,NA,HIGAN CHERRY,N,N,9,300,E 30TH AV,RILEY PARK,EVEN,3,25,Y,NA,-123.097831,49.243172,van_east,NA,NA
161053,4485,DINMONT AV,PRUNUS,AVIUM,NA,MAZZARD CHERRY,N,N,N,4400,DINMONT AV,RILEY PARK,ODD,4,40.5,Y,NA,-123.111458,49.245003,van_east,NA,NA
161686,28,E 42ND AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,0,E 42ND AV,SUNSET,EVEN,1,3,Y,2012-03-22,-123.104881,49.23165,van_east,Mar,2012
162159,3008,E 45TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,3008,RUPERT ST,KILLARNEY,ODD,2,10,Y,NA,NA,NA,van_east,NA,NA
162476,3330,KNIGHT ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,B,1400,E 17TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,2,15,Y,NA,-123.075609,49.255294,van_east,NA,NA
162720,1855,VICTORIA DRIVE,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,1800,E 3RD AV,GRANDVIEW-WOODLAND,ODD,3,20,Y,NA,-123.066286,49.267814,van_east,NA,NA
162754,2649,GLEN DRIVE,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,2600,GLEN DRIVE,MOUNT PLEASANT,ODD,2,16,Y,NA,-123.081467,49.261114,van_east,NA,NA
162756,2649,GLEN DRIVE,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,2600,GLEN DRIVE,MOUNT PLEASANT,ODD,2,11.5,Y,NA,-123.081462,49.261328,van_east,NA,NA
162785,420,E 11TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,Y,N,3,400,E 11TH AV,MOUNT PLEASANT,EVEN,3,19,Y,NA,NA,NA,van_east,NA,NA
162788,420,E 11TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,Y,N,3,400,E 11TH AV,MOUNT PLEASANT,EVEN,3,19,Y,NA,NA,NA,van_east,NA,NA
162856,2049,TURNER ST,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,N,7,2000,TURNER ST,GRANDVIEW-WOODLAND,ODD,2,10,Y,1996-03-08,-123.06252,49.279175,van_east,Mar,1996
163332,611,E 11TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,600,E 11TH AV,MOUNT PLEASANT,ODD,2,8.5,Y,1999-04-15,-123.090737,49.260678,van_east,Apr,1999
163462,4488,PRINCE EDWARD ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,4400,PRINCE EDWARD ST,RILEY PARK,EVEN,2,7.75,Y,NA,-123.096816,49.244558,van_east,NA,NA
163498,3828,FRASER ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,7,3800,FRASER ST,KENSINGTON-CEDAR COTTAGE,EVEN,3,12.5,Y,NA,-123.089941,49.250607,van_east,NA,NA
163507,3183,MAIN ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,C,3100,MAIN ST,MOUNT PLEASANT,ODD,3,15,Y,NA,-123.101364,49.256842,van_east,NA,NA
163508,3189,MAIN ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,C,3100,MAIN ST,MOUNT PLEASANT,ODD,3,16,Y,NA,-123.10136,49.256717,van_east,NA,NA
163519,208,E 21ST AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,200,E 21ST AV,RILEY PARK,EVEN,2,18.5,Y,NA,-123.100421,49.252023,van_east,NA,NA
163520,208,E 21ST AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,200,E 21ST AV,RILEY PARK,EVEN,2,16,Y,NA,-123.100629,49.252022,van_east,NA,NA
163521,266,E 21ST AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,200,E 21ST AV,RILEY PARK,EVEN,2,21,Y,NA,-123.09943,49.252009,van_east,NA,NA
163522,300,E 21ST AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,Y,N,8,300,E 21ST AV,RILEY PARK,EVEN,2,32,Y,NA,-123.098392,49.251992,van_east,NA,NA
163575,588,E 20TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,3600,CAROLINA ST,RILEY PARK,ODD,2,16,Y,NA,-123.092059,49.252741,van_east,NA,NA
163594,3508,INVERNESS ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,1200,E 19TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,3,28.5,Y,NA,-123.079464,49.253503,van_east,NA,NA
163595,3508,INVERNESS ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,1200,E 19TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,3,28,Y,NA,-123.079644,49.253508,van_east,NA,NA
209219,2891,E HASTINGS ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,G,300,RENFREW ST,HASTINGS-SUNRISE,ODD,1,5.25,Y,2006-01-10,-123.044218,49.281375,van_east,Jan,2006
209330,2087,E 25TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,Y,8,2000,E 25TH AV,KENSINGTON-CEDAR COTTAGE,ODD,1,5,Y,2007-01-18,-123.063113,49.248553,van_east,Jan,2007
209392,1111,E 17TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,Y,8,3200,GLEN DRIVE,KENSINGTON-CEDAR COTTAGE,EVEN,1,3.25,Y,2007-01-16,-123.08163,49.255544,van_east,Jan,2007
209396,6060,INVERNESS ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,Y,6,6000,INVERNESS ST,SUNSET,EVEN,1,8,Y,2006-01-24,-123.079837,49.229564,van_east,Jan,2006
209409,1225,E 19TH AV,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,Y,6,1200,E 19TH AV,KENSINGTON-CEDAR COTTAGE,ODD,1,4.5,Y,2007-05-01,NA,NA,van_east,May,2007
209457,2803,E 1ST AV,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,N,N,2800,E 1ST AV,HASTINGS-SUNRISE,MED,1,3,N,2006-01-10,-123.046748,49.269489,van_east,Jan,2006
209559,3441,DUNDAS ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,5,3400,DUNDAS ST,HASTINGS-SUNRISE,ODD,2,16,Y,NA,-123.02973,49.284818,van_east,NA,NA
221296,2428,E 22ND AV,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,Y,6,2400,E 22ND AV,RENFREW-COLLINGWOOD,EVEN,1,3,Y,2007-02-01,-123.056202,49.250542,van_east,Feb,2007
221298,2452,E 23RD AV,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,Y,6,2400,E 23RD AV,RENFREW-COLLINGWOOD,EVEN,1,4,Y,2007-02-01,-123.055345,49.249656,van_east,Feb,2007
221430,7021,MONT ROYAL SQUARE,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,Y,10,7000,MONT ROYAL SQUARE,KILLARNEY,MED,1,4,Y,2007-02-14,-123.038031,49.219725,van_east,Feb,2007
221616,1755,COTTRELL ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,Y,4,1700,COTTRELL ST,STRATHCONA,ODD,1,11,Y,2007-02-27,-123.084387,49.268854,van_east,Feb,2007
221617,1755,COTTRELL ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,Y,4,1700,COTTRELL ST,STRATHCONA,ODD,1,12,Y,2007-02-27,-123.084355,49.268933,van_east,Feb,2007
221713,4684,JOYCE ST,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,N,N,3600,TANNER ST,RENFREW-COLLINGWOOD,ODD,1,3,Y,2007-02-28,-123.027176,49.242447,van_east,Feb,2007
222050,2604,NAPIER ST,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,Y,6,2600,NAPIER ST,HASTINGS-SUNRISE,EVEN,1,6,Y,2008-02-13,-123.051741,49.274922,van_east,Feb,2008
222285,1678,E 59TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,N,1600,E 59TH AV,VICTORIA-FRASERVIEW,EVEN,1,3,Y,2008-10-28,-123.072572,49.216247,van_east,Oct,2008
222433,796,E 13TH AV,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,Y,6,700,E 13TH AV,MOUNT PLEASANT,EVEN,1,9,Y,2007-04-03,-123.087469,49.25875,van_east,Apr,2007
222488,104,E BROADWAY,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,Y,6,2500,QUEBEC ST,MOUNT PLEASANT,EVEN,2,8,Y,2008-03-26,-123.102897,49.262767,van_east,Mar,2008
222973,3528,LAKEWOOD ST,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,N,N,3500,LAKEWOOD ST,KENSINGTON-CEDAR COTTAGE,EVEN,1,3,N,NA,-123.06073,49.25244,van_east,NA,NA
222982,546,E 18TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,500,E 18TH AV,RILEY PARK,EVEN,1,3,Y,2008-01-10,-123.09276,49.254622,van_east,Jan,2008
222990,502,E 30TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,N,4600,ST. GEORGE ST,RILEY PARK,EVEN,1,6.5,Y,2008-01-18,-123.094126,49.243461,van_east,Jan,2008
223100,655,E 27TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,Y,8,600,E 27TH AV,RILEY PARK,ODD,1,3,Y,2009-02-19,-123.091138,49.246658,van_east,Feb,2009
223202,2582,E 28TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,Y,6,2500,E 28TH AV,RENFREW-COLLINGWOOD,EVEN,1,3,Y,2008-03-13,-123.052579,49.2454,van_east,Mar,2008
31117,1806,E 49TH AV,PRUNUS,VIRGINIANA,SCHUBERT,SCHUBERT CHOKECHERRY,N,N,N,6500,COMMERCIAL ST,VICTORIA-FRASERVIEW,EVEN,1,3,Y,2012-03-09,-123.068933,49.225047000000004,van_east,Mar,2012
31196,1896,E 32ND AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,Y,N,8,4800,BEATRICE ST,KENSINGTON-CEDAR COTTAGE,ODD,3,31,Y,NA,NA,NA,van_east,NA,NA
31786,5840,ARGYLE ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,5800,ARGYLE ST,VICTORIA-FRASERVIEW,EVEN,1,3,Y,2013-03-08,-123.071478,49.231192,van_east,Mar,2013
32536,1751,E 45TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,P,1700,E 45TH AV,VICTORIA-FRASERVIEW,PARK,1,3,Y,2017-01-27,NA,NA,van_east,Jan,2017
32541,1751,E 45TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,P,1700,E 45TH AV,VICTORIA-FRASERVIEW,PARK,1,3,Y,2017-01-27,NA,NA,van_east,Jan,2017
32715,1595,E 34TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,1500,E 34TH AV,KENSINGTON-CEDAR COTTAGE,ODD,2,23.5,Y,NA,-123.072693,49.239375,van_east,NA,NA
32718,1641,E 34TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,1600,E 34TH AV,KENSINGTON-CEDAR COTTAGE,ODD,2,24.5,Y,NA,-123.072247,49.239364,van_east,NA,NA
32721,1685,E 34TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,1600,E 34TH AV,KENSINGTON-CEDAR COTTAGE,ODD,2,22,Y,NA,-123.071618,49.239358,van_east,NA,NA
32722,1702,E 34TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,1700,E 34TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,3,25.25,Y,NA,-123.071085,49.239258,van_east,NA,NA
32726,1717,E 34TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,1700,E 34TH AV,KENSINGTON-CEDAR COTTAGE,ODD,3,26,Y,NA,-123.070634,49.239353,van_east,NA,NA
32729,1728,E 34TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,1700,E 34TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,3,26,Y,NA,-123.070525,49.23925,van_east,NA,NA
32733,1743,E 34TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,1700,E 34TH AV,KENSINGTON-CEDAR COTTAGE,ODD,3,28.25,Y,NA,-123.070063,49.239347,van_east,NA,NA
32737,1758,E 34TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,1700,E 34TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,3,28.5,Y,NA,-123.069765,49.239236,van_east,NA,NA
32742,1779,E 34TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,1700,E 34TH AV,KENSINGTON-CEDAR COTTAGE,ODD,3,29.5,Y,NA,-123.069102,49.239328,van_east,NA,NA
32746,1795,E 34TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,1700,E 34TH AV,KENSINGTON-CEDAR COTTAGE,ODD,3,30.75,Y,NA,-123.068708,49.239322,van_east,NA,NA
33394,5111,ST. CATHERINES ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,4,800,E 35TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,4,33,Y,NA,-123.08727,49.238222,van_east,NA,NA
33448,1527,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,15,1500,E 35TH AV,KENSINGTON-CEDAR COTTAGE,ODD,2,17.5,Y,NA,-123.073695,49.23855,van_east,NA,NA
33450,1536,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,12,1500,E 35TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,2,18.5,Y,NA,-123.073479,49.238442,van_east,NA,NA
33459,1596,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,12,1500,E 35TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,2,14.5,Y,NA,-123.072824,49.238431,van_east,NA,NA
33464,1618,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,12,1600,E 35TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,2,28.5,Y,NA,-123.072438,49.238422,van_east,NA,NA
33465,1639,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,15,1600,E 35TH AV,KENSINGTON-CEDAR COTTAGE,ODD,2,14,Y,NA,-123.072217,49.238531,van_east,NA,NA
33467,1643,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,15,1600,E 35TH AV,KENSINGTON-CEDAR COTTAGE,ODD,2,18,Y,NA,-123.072017,49.238525,van_east,NA,NA
33468,1668,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,12,1600,E 35TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,2,18,Y,NA,-123.072116,49.238419,van_east,NA,NA
33473,1695,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,15,1600,E 35TH AV,KENSINGTON-CEDAR COTTAGE,ODD,2,15.5,Y,NA,-123.071484,49.238514,van_east,NA,NA
33508,2205,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,2200,E 35TH AV,KENSINGTON-CEDAR COTTAGE,ODD,2,22,Y,NA,-123.061816,49.238078,van_east,NA,NA
33510,2205,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,2200,E 35TH AV,KENSINGTON-CEDAR COTTAGE,ODD,2,15,Y,NA,-123.061471,49.238078,van_east,NA,NA
33511,2208,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,2200,E 35TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,2,20,Y,NA,-123.061497,49.237972,van_east,NA,NA
33518,2218,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,2200,E 35TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,2,21.5,Y,NA,-123.061131,49.237969,van_east,NA,NA
33525,2248,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,2200,E 35TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,3,19,Y,NA,-123.060419,49.237964,van_east,NA,NA
33528,2258,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,2200,E 35TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,3,22,Y,NA,-123.060228,49.237964,van_east,NA,NA
33530,2262,E 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,2200,E 35TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,2,19,Y,NA,-123.06007,49.237961,van_east,NA,NA
33546,420,W 35TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,7,400,W 35TH AV,RILEY PARK,EVEN,3,23,Y,NA,-123.115557,49.239572,van_east,NA,NA
10325,425,E 11TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,3,400,E 11TH AV,MOUNT PLEASANT,ODD,3,12,Y,NA,-123.09599300000001,49.260722,van_east,NA,NA
10328,425,E 11TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,3,400,E 11TH AV,MOUNT PLEASANT,ODD,3,12,Y,NA,-123.095662,49.260722,van_east,NA,NA
10330,425,E 11TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,3,400,E 11TH AV,MOUNT PLEASANT,ODD,3,12,Y,NA,-123.095354,49.260719,van_east,NA,NA
10334,425,E 11TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,3,2600,GUELPH ST,MOUNT PLEASANT,ODD,3,24,Y,NA,-123.095026,49.261028,van_east,NA,NA
10338,445,E 11TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,3,2600,GUELPH ST,MOUNT PLEASANT,EVEN,4,29.25,Y,NA,-123.094872,49.261014,van_east,NA,NA
